settlement_date,ticker,sector,market_cap_tier,asset_class,counterparty_id,counterparty_type,counterparty_size,quantity_failed,price_usd,fail_value_usd,daily_volume_shares,fail_rate_pct,days_failed_consecutive,settlement_lag_days,slo_breach,threshold_flag,fail_reason,regime_base_mult,is_post_t1
2024-01-22,GS,Financials,large,Financials Equity,FOREIGN_A,Foreign Dealer,large,34974,480.56,16806974.17,3225561,1.0843,1,2,0,0,FX Settlement Mismatch,1.0,0
2024-01-22,GS,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,19857,480.56,9542405.39,3225561,0.6156,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-22,MS,Financials,large,Financials Equity,PRIME_A,Prime Broker,large,106899,100.19,10710083.29,8989296,1.1892,2,2,0,0,Custodian Delay,1.0,0
2024-01-22,UNH,Healthcare,large,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,52236,516.77,26993766.1,2499548,2.0898,1,2,0,0,FX Settlement Mismatch,1.0,0
2024-01-22,UNH,Healthcare,large,Healthcare Equity,HEDGE_B,Hedge Fund,mid,41661,516.77,21528970.24,2499548,1.6667,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-22,WMT,Consumer,large,Consumer Equity,PRIME_A,Prime Broker,large,118007,195.67,23090828.12,8623751,1.3684,2,5,1,0,SSI Mismatch,1.0,0
2024-01-22,WMT,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,220768,195.67,43198419.94,8623751,2.56,1,4,1,0,Securities Lending Recall,1.0,0
2024-01-22,WMT,Consumer,large,Consumer Equity,CUSTODY_A,Custodian,large,41501,195.67,8120640.79,8623751,0.4812,2,2,0,0,Corporate Action,1.0,0
2024-01-22,LCID,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,3.5,1751867.49,35831014,1.3954,1,4,1,0,Securities Lending Recall,1.0,0
2024-01-22,LCID,Consumer,mid,Consumer Equity,REGB_B,Regional Broker,mid,500000,3.5,1751867.49,35831014,1.3954,1,3,0,0,SSI Mismatch,1.0,0
2024-01-22,OPEN,Financials,mid,Financials Equity,HEDGE_A,Hedge Fund,mid,468660,2.81,1318483.56,12834600,3.6515,1,2,0,0,Counterparty Error,1.0,0
2024-01-22,HOOD,Financials,mid,Financials Equity,HEDGE_B,Hedge Fund,mid,500000,17.87,8935504.71,18583558,2.6906,1,3,0,0,Short Sale Locate Failure,1.0,0
2024-01-22,SPY,ETF,large,ETF,PRIME_C,Prime Broker,large,87664,570.35,49999467.71,93411777,0.0938,3,2,0,0,Custodian Delay,1.0,0
2024-01-22,QQQ,ETF,large,ETF,PRIME_C,Prime Broker,large,101575,492.25,49999999.29,39401723,0.2578,1,2,0,0,SSI Mismatch,1.0,0
2024-01-22,QQQ,ETF,large,ETF,PRIME_A,Prime Broker,large,101575,492.25,49999999.29,39401723,0.2578,1,2,0,0,SSI Mismatch,1.0,0
2024-01-22,ARK,ETF,mid,ETF,HEDGE_B,Hedge Fund,mid,500000,51.89,25945136.61,10489709,4.7666,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-22,ARK,ETF,mid,ETF,PRIME_B,Prime Broker,large,185695,51.89,9635764.28,10489709,1.7703,1,3,0,0,Short Sale Locate Failure,1.0,0
2024-01-22,ARK,ETF,mid,ETF,REGB_A,Regional Broker,mid,286023,51.89,14841811.61,10489709,2.7267,2,5,1,0,Securities Lending Recall,1.0,0
2024-01-22,TLT,Bond ETF,large,Bond ETF,CUSTODY_B,Custodian,large,169616,94.75,16070966.97,23392977,0.7251,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-23,AAPL,Technology,large,Technology Equity,PRIME_C,Prime Broker,large,270922,184.55,49999861.95,48907561,0.5539,2,2,0,0,Custodian Delay,1.0,0
2024-01-23,GOOGL,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,211304,174.33,36836157.3,18307481,1.1542,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-23,GOOGL,Technology,large,Technology Equity,REGB_B,Regional Broker,mid,244928,174.33,42697754.58,18307481,1.3379,1,2,0,0,SSI Mismatch,1.0,0
2024-01-23,META,Technology,large,Technology Equity,PRIME_A,Prime Broker,large,95572,523.16,49999702.6,22957556,0.4163,1,3,0,0,SSI Mismatch,1.0,0
2024-01-23,TSLA,Consumer,large,Consumer Equity,HEDGE_B,Hedge Fund,mid,203652,245.52,49999875.3,105384562,0.1932,1,2,0,0,Counterparty Error,1.0,0
2024-01-23,GS,Financials,large,Financials Equity,REGB_B,Regional Broker,mid,37334,477.19,17815464.28,2799821,1.3334,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-23,MS,Financials,large,Financials Equity,PRIME_B,Prime Broker,large,110860,99.61,11042715.48,11013721,1.0066,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-23,XOM,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,192365,120.54,23188374.04,11466152,1.6777,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-23,XOM,Energy,large,Energy Equity,CUSTODY_B,Custodian,large,33441,120.54,4031099.3,11466152,0.2916,1,2,0,0,Custodian Delay,1.0,0
2024-01-23,CVX,Energy,large,Energy Equity,FOREIGN_B,Foreign Dealer,large,159941,153.81,24599789.0,12564282,1.273,1,3,0,0,SSI Mismatch,1.0,0
2024-01-23,CVX,Energy,large,Energy Equity,PRIME_C,Prime Broker,large,89652,153.81,13788961.45,12564282,0.7135,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-23,PFE,Healthcare,large,Healthcare Equity,CUSTODY_B,Custodian,large,51784,28.04,1452260.4,34589315,0.1497,1,2,0,0,System Issue,1.0,0
2024-01-23,PFE,Healthcare,large,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,477996,28.04,13405195.88,34589315,1.3819,1,2,0,0,FX Settlement Mismatch,1.0,0
2024-01-23,MRK,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,366898,130.32,47815625.2,12229954,3.0,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-23,LCID,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,3.48,1738779.32,42460151,1.1776,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-23,LCID,Consumer,mid,Consumer Equity,CUSTODY_A,Custodian,large,500000,3.48,1738779.32,42460151,1.1776,1,5,1,0,System Issue,1.0,0
2024-01-23,LCID,Consumer,mid,Consumer Equity,FOREIGN_B,Foreign Dealer,large,500000,3.48,1738779.32,42460151,1.1776,1,3,0,0,FX Settlement Mismatch,1.0,0
2024-01-23,BBAI,Technology,mid,Technology Equity,HEDGE_B,Hedge Fund,mid,500000,3.17,1585182.29,18997865,2.6319,1,2,0,0,Counterparty Error,1.0,0
2024-01-23,BBAI,Technology,mid,Technology Equity,PRIME_B,Prime Broker,large,280458,3.17,889154.11,18997865,1.4763,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-23,CLOV,Healthcare,mid,Healthcare Equity,REGB_A,Regional Broker,mid,500000,1.8,900798.15,30175092,1.657,1,3,0,0,Short Sale Locate Failure,1.0,0
2024-01-23,NKLA,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,0.89,445753.18,59163597,0.8451,1,3,0,0,SSI Mismatch,1.0,0
2024-01-23,SPY,ETF,large,ETF,PRIME_B,Prime Broker,large,87230,573.19,49999746.8,97619399,0.0894,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-23,ARKK,ETF,mid,ETF,REGB_A,Regional Broker,mid,500000,47.99,23996129.79,24763383,2.0191,1,2,0,0,Corporate Action,1.0,0
2024-01-23,ARKK,ETF,mid,ETF,FOREIGN_A,Foreign Dealer,large,495235,47.99,23767446.67,24763383,1.9999,1,4,1,0,SSI Mismatch,1.0,0
2024-01-23,TLT,Bond ETF,large,Bond ETF,PRIME_B,Prime Broker,large,497226,94.98,47227119.96,28251506,1.76,1,2,0,0,SSI Mismatch,1.0,0
2024-01-23,TLT,Bond ETF,large,Bond ETF,REGB_B,Regional Broker,mid,330770,94.98,31416930.06,28251506,1.1708,1,3,0,0,Custodian Delay,1.0,0
2024-01-24,AAPL,Technology,large,Technology Equity,FOREIGN_A,Foreign Dealer,large,270629,184.75,49999887.24,40354075,0.6706,1,3,0,0,SSI Mismatch,1.0,0
2024-01-24,AMZN,Consumer,large,Consumer Equity,PRIME_C,Prime Broker,large,205638,186.06,38261597.26,37088357,0.5545,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-24,AMZN,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,268726,186.06,49999931.85,37088357,0.7246,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-24,META,Technology,large,Technology Equity,FOREIGN_A,Foreign Dealer,large,96226,519.61,49999791.21,14923356,0.6448,1,3,0,0,FX Settlement Mismatch,1.0,0
2024-01-24,BAC,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,121964,38.1,4646609.8,28401845,0.4294,1,4,1,0,Corporate Action,1.0,0
2024-01-24,GS,Financials,large,Financials Equity,REGB_A,Regional Broker,mid,75533,479.55,36221681.15,4716378,1.6015,3,2,0,0,SSI Mismatch,1.0,0
2024-01-24,MS,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,53917,99.49,5363993.08,10476572,0.5146,2,2,0,0,Corporate Action,1.0,0
2024-01-24,MS,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,62582,99.49,6226040.3,10476572,0.5974,1,3,0,0,SSI Mismatch,1.0,0
2024-01-24,XOM,Energy,large,Energy Equity,FOREIGN_B,Foreign Dealer,large,292981,119.1,34894683.55,18542312,1.5801,1,2,0,0,SSI Mismatch,1.0,0
2024-01-24,JNJ,Healthcare,large,Healthcare Equity,REGB_B,Regional Broker,mid,106799,153.82,16427434.62,9360438,1.141,1,2,0,0,Custodian Delay,1.0,0
2024-01-24,PFE,Healthcare,large,Healthcare Equity,HEDGE_B,Hedge Fund,mid,458528,27.96,12822566.66,49122787,0.9334,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-24,PFE,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,500000,27.96,13982315.86,49122787,1.0179,1,3,0,0,Short Sale Locate Failure,1.0,0
2024-01-24,PFE,Healthcare,large,Healthcare Equity,REGB_A,Regional Broker,mid,500000,27.96,13982315.86,49122787,1.0179,1,2,0,0,SSI Mismatch,1.0,0
2024-01-24,MRK,Healthcare,large,Healthcare Equity,PRIME_A,Prime Broker,large,30965,129.88,4021863.1,5546590,0.5583,1,2,0,0,SSI Mismatch,1.0,0
2024-01-24,MRK,Healthcare,large,Healthcare Equity,CUSTODY_A,Custodian,large,20613,129.88,2677302.25,5546590,0.3716,1,2,0,0,Corporate Action,1.0,0
2024-01-24,MRK,Healthcare,large,Healthcare Equity,FOREIGN_B,Foreign Dealer,large,80501,129.88,10455804.99,5546590,1.4514,1,2,0,0,Custodian Delay,1.0,0
2024-01-24,WMT,Consumer,large,Consumer Equity,CUSTODY_B,Custodian,large,93447,194.51,18176337.01,8457465,1.1049,1,3,0,0,Corporate Action,1.0,0
2024-01-24,RIVN,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,12.01,6007077.74,48423465,1.0326,1,5,1,0,Corporate Action,1.0,0
2024-01-24,LCID,Consumer,mid,Consumer Equity,FOREIGN_B,Foreign Dealer,large,500000,3.53,1763383.25,48493744,1.0311,2,2,0,0,Custodian Delay,1.0,0
2024-01-24,BBAI,Technology,mid,Technology Equity,HEDGE_A,Hedge Fund,mid,500000,3.21,1603387.93,15202739,3.2889,1,3,0,0,Short Sale Locate Failure,1.0,0
2024-01-24,SOFI,Financials,mid,Financials Equity,PRIME_A,Prime Broker,large,500000,10.6,5301683.2,35641687,1.4029,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-24,SOFI,Financials,mid,Financials Equity,FOREIGN_A,Foreign Dealer,large,500000,10.6,5301683.2,35641687,1.4029,1,2,0,0,Corporate Action,1.0,0
2024-01-24,CLOV,Healthcare,mid,Healthcare Equity,REGB_A,Regional Broker,mid,500000,1.81,904016.58,28363488,1.7628,2,3,0,0,SSI Mismatch,1.0,0
2024-01-24,NKLA,Consumer,mid,Consumer Equity,FOREIGN_B,Foreign Dealer,large,500000,0.92,458555.53,62563924,0.7992,1,2,0,0,FX Settlement Mismatch,1.0,0
2024-01-24,NKLA,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,0.92,458555.53,62563924,0.7992,1,4,1,0,SSI Mismatch,1.0,0
2024-01-24,SPY,ETF,large,ETF,REGB_B,Regional Broker,mid,87824,569.31,49999452.96,75156999,0.1169,3,2,0,0,Custodian Delay,1.0,0
2024-01-24,QQQ,ETF,large,ETF,REGB_B,Regional Broker,mid,101494,492.64,49999843.55,33025999,0.3073,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-24,QQQ,ETF,large,ETF,PRIME_A,Prime Broker,large,101494,492.64,49999843.55,33025999,0.3073,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-24,ARKK,ETF,mid,ETF,PRIME_B,Prime Broker,large,226867,47.89,10865165.03,14484014,1.5663,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-24,ARKK,ETF,mid,ETF,CUSTODY_B,Custodian,large,266495,47.89,12763038.06,14484014,1.8399,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-24,LQD,Bond ETF,large,Bond ETF,PRIME_B,Prime Broker,large,469489,106.5,49999973.73,28369159,1.6549,1,4,1,0,Securities Lending Recall,1.0,0
2024-01-25,MSFT,Technology,large,Technology Equity,CUSTODY_B,Custodian,large,121406,411.84,49999710.2,20725229,0.5858,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-25,TSLA,Consumer,large,Consumer Equity,PRIME_B,Prime Broker,large,206296,242.37,49999836.11,105276228,0.196,1,2,0,0,SSI Mismatch,1.0,0
2024-01-25,JPM,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,79132,200.43,15860142.34,10736721,0.737,1,2,0,0,Custodian Delay,1.0,0
2024-01-25,XOM,Energy,large,Energy Equity,PRIME_A,Prime Broker,large,104641,120.09,12565931.65,14485871,0.7224,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-25,XOM,Energy,large,Energy Equity,PRIME_B,Prime Broker,large,130713,120.09,15696816.96,14485871,0.9023,1,2,0,0,SSI Mismatch,1.0,0
2024-01-25,CVX,Energy,large,Energy Equity,FOREIGN_A,Foreign Dealer,large,129704,153.84,19953082.79,13782916,0.941,1,2,0,0,Custodian Delay,1.0,0
2024-01-25,CVX,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,307197,153.84,47257811.44,13782916,2.2288,1,2,0,0,Counterparty Error,1.0,0
2024-01-25,UNH,Healthcare,large,Healthcare Equity,FOREIGN_B,Foreign Dealer,large,57249,514.14,29433911.93,2473657,2.3143,1,3,0,0,FX Settlement Mismatch,1.0,0
2024-01-25,UNH,Healthcare,large,Healthcare Equity,CUSTODY_B,Custodian,large,18914,514.14,9724414.58,2473657,0.7646,1,2,0,0,Custodian Delay,1.0,0
2024-01-25,UNH,Healthcare,large,Healthcare Equity,CUSTODY_A,Custodian,large,8575,514.14,4408737.18,2473657,0.3467,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-25,PFE,Healthcare,large,Healthcare Equity,PRIME_C,Prime Broker,large,406716,28.06,11412863.43,24108497,1.687,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-25,MRK,Healthcare,large,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,65901,128.88,8493322.29,5285556,1.2468,1,3,0,0,SSI Mismatch,1.0,0
2024-01-25,COST,Consumer,large,Consumer Equity,HEDGE_A,Hedge Fund,mid,31725,893.6,28349476.22,2036151,1.5581,1,2,0,0,SSI Mismatch,1.0,0
2024-01-25,OPEN,Financials,mid,Financials Equity,PRIME_B,Prime Broker,large,382508,2.8,1071222.83,16047132,2.3837,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-25,OPEN,Financials,mid,Financials Equity,REGB_A,Regional Broker,mid,316620,2.8,886701.91,16047132,1.9731,1,3,0,0,Corporate Action,1.0,0
2024-01-25,SOFI,Financials,mid,Financials Equity,HEDGE_A,Hedge Fund,mid,500000,10.51,5253298.68,58802482,0.8503,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-25,SOFI,Financials,mid,Financials Equity,CUSTODY_A,Custodian,large,500000,10.51,5253298.68,58802482,0.8503,1,4,1,0,Custodian Delay,1.0,0
2024-01-25,SOFI,Financials,mid,Financials Equity,PRIME_C,Prime Broker,large,500000,10.51,5253298.68,58802482,0.8503,1,2,0,0,Custodian Delay,1.0,0
2024-01-25,SPCE,Consumer,mid,Consumer Equity,HEDGE_B,Hedge Fund,mid,500000,1.2,600813.61,29632817,1.6873,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-25,SPY,ETF,large,ETF,REGB_B,Regional Broker,mid,87623,570.62,49999847.22,71608168,0.1224,4,2,0,0,Custodian Delay,1.0,0
2024-01-25,QQQ,ETF,large,ETF,HEDGE_A,Hedge Fund,mid,102035,490.03,49999918.98,36866899,0.2768,1,3,0,0,Counterparty Error,1.0,0
2024-01-25,IWM,ETF,mid,ETF,REGB_B,Regional Broker,mid,235342,212.46,49999977.41,31202232,0.7542,1,2,0,0,Custodian Delay,1.0,0
2024-01-25,IWM,ETF,mid,ETF,CUSTODY_B,Custodian,large,235342,212.46,49999977.41,31202232,0.7542,1,2,0,0,Custodian Delay,1.0,0
2024-01-25,ARKK,ETF,mid,ETF,PRIME_B,Prime Broker,large,183683,48.73,8951033.38,15533650,1.1825,2,5,1,0,Custodian Delay,1.0,0
2024-01-26,AAPL,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,267736,186.75,49999866.33,58760772,0.4556,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-26,MSFT,Technology,large,Technology Equity,CUSTODY_A,Custodian,large,121213,412.49,49999747.64,18547455,0.6535,1,2,0,0,Corporate Action,1.0,0
2024-01-26,MSFT,Technology,large,Technology Equity,HEDGE_B,Hedge Fund,mid,121213,412.49,49999747.64,18547455,0.6535,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-26,GOOGL,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,284972,174.92,49847703.77,25100358,1.1353,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-26,AMZN,Consumer,large,Consumer Equity,FOREIGN_A,Foreign Dealer,large,268214,186.42,49999891.92,35054743,0.7651,1,4,1,0,FX Settlement Mismatch,1.0,0
2024-01-26,NVDA,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,383217,130.47,49999995.3,340955936,0.1124,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-26,NVDA,Technology,large,Technology Equity,CUSTODY_B,Custodian,large,383217,130.47,49999995.3,340955936,0.1124,1,2,0,0,System Issue,1.0,0
2024-01-26,META,Technology,large,Technology Equity,HEDGE_A,Hedge Fund,mid,96212,519.68,49999664.73,22584044,0.426,1,4,1,0,Counterparty Error,1.0,0
2024-01-26,JPM,Financials,large,Financials Equity,HEDGE_B,Hedge Fund,mid,75443,200.05,15092108.43,6702940,1.1255,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-26,BAC,Financials,large,Financials Equity,FOREIGN_A,Foreign Dealer,large,433445,38.05,16490572.07,76367861,0.5676,1,3,0,0,SSI Mismatch,1.0,0
2024-01-26,BAC,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,500000,38.05,19022681.16,76367861,0.6547,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-26,XOM,Energy,large,Energy Equity,FOREIGN_A,Foreign Dealer,large,158806,120.09,19071012.49,16974558,0.9356,1,2,0,0,Custodian Delay,1.0,0
2024-01-26,CVX,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,170245,155.24,26428256.13,13573807,1.2542,2,2,0,0,Securities Lending Recall,1.0,0
2024-01-26,MRK,Healthcare,large,Healthcare Equity,HEDGE_A,Hedge Fund,mid,241514,129.38,31246705.13,12352520,1.9552,2,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-26,RIVN,Consumer,mid,Consumer Equity,PRIME_C,Prime Broker,large,500000,12.1,6052169.07,68676553,0.7281,1,2,0,0,System Issue,1.0,0
2024-01-26,RIVN,Consumer,mid,Consumer Equity,FOREIGN_B,Foreign Dealer,large,500000,12.1,6052169.07,68676553,0.7281,1,2,0,0,Corporate Action,1.0,0
2024-01-26,LCID,Consumer,mid,Consumer Equity,FOREIGN_A,Foreign Dealer,large,500000,3.51,1752946.17,32994818,1.5154,1,2,0,0,SSI Mismatch,1.0,0
2024-01-26,LCID,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,3.51,1752946.17,32994818,1.5154,1,2,0,0,System Issue,1.0,0
2024-01-26,OPEN,Financials,mid,Financials Equity,PRIME_C,Prime Broker,large,500000,2.79,1393443.21,18005199,2.777,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-26,HOOD,Financials,mid,Financials Equity,FOREIGN_A,Foreign Dealer,large,405168,18.25,7395502.7,16424851,2.4668,1,2,0,0,Custodian Delay,1.0,0
2024-01-26,CLOV,Healthcare,mid,Healthcare Equity,HEDGE_B,Hedge Fund,mid,500000,1.79,892755.3,28244479,1.7703,1,3,0,0,Counterparty Error,1.0,0
2024-01-26,CLOV,Healthcare,mid,Healthcare Equity,FOREIGN_B,Foreign Dealer,large,500000,1.79,892755.3,28244479,1.7703,1,2,0,0,Custodian Delay,1.0,0
2024-01-26,CLOV,Healthcare,mid,Healthcare Equity,HEDGE_A,Hedge Fund,mid,500000,1.79,892755.3,28244479,1.7703,1,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-26,SPCE,Consumer,mid,Consumer Equity,PRIME_A,Prime Broker,large,500000,1.2,599164.71,44503027,1.1235,1,4,1,0,Securities Lending Recall,1.0,0
2024-01-26,NKLA,Consumer,mid,Consumer Equity,HEDGE_B,Hedge Fund,mid,500000,0.91,453536.95,45261712,1.1047,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-26,NKLA,Consumer,mid,Consumer Equity,CUSTODY_B,Custodian,large,399663,0.91,362523.87,45261712,0.883,1,2,0,0,System Issue,1.0,0
2024-01-26,SPY,ETF,large,ETF,FOREIGN_A,Foreign Dealer,large,88021,568.04,49999747.75,89285297,0.0986,1,2,0,0,Custodian Delay,1.0,0
2024-01-26,SPY,ETF,large,ETF,CUSTODY_B,Custodian,large,88021,568.04,49999747.75,89285297,0.0986,3,2,0,0,Corporate Action,1.0,0
2024-01-26,QQQ,ETF,large,ETF,CUSTODY_B,Custodian,large,102068,489.87,49999704.15,30072683,0.3394,1,2,0,0,Corporate Action,1.0,0
2024-01-26,IWM,ETF,mid,ETF,HEDGE_B,Hedge Fund,mid,232911,214.67,49999795.49,20822343,1.1186,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-26,IWM,ETF,mid,ETF,FOREIGN_B,Foreign Dealer,large,232911,214.67,49999795.49,20822343,1.1186,1,2,0,0,SSI Mismatch,1.0,0
2024-01-26,TLT,Bond ETF,large,Bond ETF,CUSTODY_A,Custodian,large,124584,95.17,11857246.66,17586647,0.7084,1,2,0,0,Custodian Delay,1.0,0
2024-01-26,HYG,Bond ETF,large,Bond ETF,CUSTODY_B,Custodian,large,112657,75.67,8524466.36,28654962,0.3932,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-26,LQD,Bond ETF,large,Bond ETF,FOREIGN_B,Foreign Dealer,large,89123,108.38,9659011.42,8805184,1.0122,1,3,0,0,FX Settlement Mismatch,1.0,0
2024-01-29,GOOGL,Technology,large,Technology Equity,CUSTODY_B,Custodian,large,158970,172.75,27461888.43,37290684,0.4263,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-29,AMZN,Consumer,large,Consumer Equity,REGB_B,Regional Broker,mid,268682,186.09,49999942.55,41060249,0.6544,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-29,JPM,Financials,large,Financials Equity,HEDGE_A,Hedge Fund,mid,249448,200.44,49999943.78,9028468,2.7629,1,3,0,0,Counterparty Error,1.0,0
2024-01-29,BAC,Financials,large,Financials Equity,FOREIGN_B,Foreign Dealer,large,500000,37.84,18919799.29,52729964,0.9482,1,4,1,0,Corporate Action,1.0,0
2024-01-29,GS,Financials,large,Financials Equity,CUSTODY_A,Custodian,large,31232,481.73,15045407.4,2376894,1.314,1,4,1,0,Corporate Action,1.0,0
2024-01-29,MS,Financials,large,Financials Equity,PRIME_C,Prime Broker,large,46987,99.39,4670062.96,8444378,0.5564,1,2,0,0,Custodian Delay,1.0,0
2024-01-29,CVX,Energy,large,Energy Equity,HEDGE_B,Hedge Fund,mid,121623,153.78,18703055.46,10039282,1.2115,3,2,0,0,Short Sale Locate Failure,1.0,0
2024-01-29,WMT,Consumer,large,Consumer Equity,HEDGE_A,Hedge Fund,mid,171489,195.42,33512163.34,13749187,1.2473,1,2,0,0,Counterparty Error,1.0,0
2024-01-29,WMT,Consumer,large,Consumer Equity,FOREIGN_A,Foreign Dealer,large,181375,195.42,35444072.95,13749187,1.3192,1,3,0,0,SSI Mismatch,1.0,0
2024-01-29,WMT,Consumer,large,Consumer Equity,CUSTODY_A,Custodian,large,96880,195.42,18932166.99,13749187,0.7046,1,3,0,0,System Issue,1.0,0
2024-01-29,COST,Consumer,large,Consumer Equity,REGB_A,Regional Broker,mid,54303,896.89,48703809.8,5360186,1.0131,1,2,0,0,System Issue,1.0,0
2024-01-29,RIVN,Consumer,mid,Consumer Equity,REGB_A,Regional Broker,mid,500000,12.25,6123221.64,50522023,0.9897,1,3,0,0,Securities Lending Recall,1.0,0
2024-01-29,OPEN,Financials,mid,Financials Equity,HEDGE_A,Hedge Fund,mid,496379,2.78,1378809.79,27783390,1.7866,1,2,0,0,Securities Lending Recall,1.0,0
2024-01-29,OPEN,Financials,mid,Financials Equity,PRIME_A,Prime Broker,large,500000,2.78,1388867.97,27783390,1.7996,1,2,0,0,Corporate Action,1.0,0
2024-01-29,SOFI,Financials,mid,Financials Equity,FOREIGN_A,Foreign Dealer,large,500000,10.32,5161141.77,53040596,0.9427,1,3,0,0,Corporate Action,1.0,0
2024-01-29,CLOV,Healthcare,mid,Healthcare Equity,FOREIGN_A,Foreign Dealer,large,500000,1.78,891159.87,35420983,1.4116,1,2,0,0,SSI Mismatch,1.0,0
2024-01-29,CLOV,Healthcare,mid,Healthcare Equity,PRIME_A,Prime Broker,large,500000,1.78,891159.87,35420983,1.4116,1,2,0,0,Custodian Delay,1.0,0
2024-01-29,SPCE,Consumer,mid,Consumer Equity,CUSTODY_B,Custodian,large,500000,1.2,600900.73,37138539,1.3463,1,3,0,0,Custodian Delay,1.0,0
2024-01-29,NKLA,Consumer,mid,Consumer Equity,CUSTODY_A,Custodian,large,500000,0.91,457170.4,55321946,0.9038,1,2,0,0,Custodian Delay,1.0,0
2024-01-29,NKLA,Consumer,mid,Consumer Equity,PRIME_B,Prime Broker,large,500000,0.91,457170.4,55321946,0.9038,1,2,0,0,SSI Mismatch,1.0,0
2024-01-29,QQQ,ETF,large,ETF,PRIME_C,Prime Broker,large,103243,484.29,49999836.1,26097499,0.3956,1,5,1,0,Short Sale Locate Failure,1.0,0
2024-01-29,QQQ,ETF,large,ETF,CUSTODY_B,Custodian,large,103243,484.29,49999836.1,26097499,0.3956,2,3,0,0,Securities Lending Recall,1.0,0
2024-01-29,IWM,ETF,mid,ETF,REGB_B,Regional Broker,mid,237138,210.85,49999878.31,45048735,0.5264,2,3,0,0,Securities Lending Recall,1.0,0
